student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1027,0.1428571428571428,1,0.4266666666666667,0.3928571428571429,0.6086956521739131,1,0.7061728395061726,0.24242424242424238,1.0,5,1.0,1.0,2,0,0.60840108401084
S1028,1.0,1,0.5733333333333333,0.35714285714285715,0.6086956521739131,1,0.4666666666666668,0.7424242424242422,2.0,5,0.0,0.0,2,1,0.7669376693766938
S1029,0.4285714285714284,0,0.26666666666666666,0.5714285714285715,0.8260869565217391,1,0.5703703703703704,0.53030303030303,0.0,6,0.0,0.0,9,1,0.6707317073170733
S1030,0.5714285714285716,0,0.49333333333333335,0.10714285714285714,0.28260869565217395,0,0.3975308641975308,0.6515151515151514,1.0,2,2.0,1.0,4,0,0.6016260162601625
S1033,0.1428571428571428,0,0.5333333333333333,0.16071428571428573,0.23913043478260873,0,0.9876543209876543,0.39393939393939387,0.0,2,0.0,1.0,4,0,0.6029810298102982
S1034,0.7142857142857144,0,0.14666666666666667,0.4821428571428572,0.02173913043478261,0,1.0,0.6818181818181817,1.0,1,0.0,2.0,3,0,0.33875338753387546
S1035,0.5714285714285716,0,0.56,0.30357142857142855,0.0,1,0.6098765432098765,0.49999999999999983,2.0,1,1.0,1.0,2,0,0.6287262872628727
S1036,0.4285714285714284,0,0.4666666666666667,0.5357142857142857,0.5652173913043479,0,0.3802469135802471,0.6212121212121211,1.0,3,0.0,2.0,3,0,0.6029810298102982
S1037,0.0,1,0.5733333333333333,0.44642857142857145,0.0,1,0.11358024691358026,0.10606060606060602,2.0,0,0.0,1.0,1,0,0.4498644986449865
S1038,0.0,1,0.5066666666666666,0.30357142857142855,0.30434782608695654,0,0.2666666666666666,0.5757575757575757,0.0,0,1.0,2.0,0,0,0.43224932249322506
S1039,0.2857142857142856,1,0.7333333333333333,0.5535714285714286,0.5,0,0.2913580246913581,0.37878787878787873,2.0,1,0.0,1.0,2,0,0.7601626016260163
S1040,0.2857142857142856,0,0.49333333333333335,0.8392857142857143,0.4347826086956522,0,0.9703703703703703,0.8030303030303028,2.0,6,1.0,2.0,1,0,0.5894308943089432
S1041,0.8571428571428572,0,0.38666666666666666,0.4107142857142857,0.5,0,0.6592592592592594,0.606060606060606,2.0,6,1.0,1.0,0,0,0.5392953929539297
S1042,0.1428571428571428,1,0.49333333333333335,0.6071428571428571,0.4347826086956522,0,0.7259259259259259,0.5454545454545452,1.0,3,0.0,0.0,0,1,0.505420054200542
S1043,1.0,0,0.5733333333333333,0.16071428571428573,0.6956521739130436,0,0.08148148148148149,0.5909090909090906,0.0,0,1.0,2.0,1,0,0.5352303523035231
S1044,0.4285714285714284,0,0.48,0.25,0.1739130434782609,0,0.3333333333333335,0.31818181818181807,2.0,4,0.0,0.0,8,0,0.7086720867208671
S1045,0.4285714285714284,1,0.48,0.5535714285714286,0.23913043478260873,0,0.8493827160493828,0.7878787878787876,1.0,1,1.0,1.0,4,1,0.6626016260162602
S1046,1.0,1,0.32,0.7678571428571428,0.2173913043478261,0,0.7012345679012348,0.8636363636363635,0.0,5,0.0,1.0,8,1,0.6070460704607046
S1047,0.8571428571428572,0,0.3333333333333333,0.5178571428571429,0.5869565217391305,0,0.5925925925925926,0.5757575757575757,2.0,4,0.0,2.0,7,1,0.4539295392953931
S1048,0.7142857142857144,0,0.18666666666666665,0.375,0.6086956521739131,0,0.7679012345679013,0.7878787878787876,1.0,3,1.0,2.0,5,0,0.35772357723577247
S1049,0.7142857142857144,0,0.8133333333333332,0.44642857142857145,0.5,0,1.0,0.39393939393939387,0.0,5,0.0,1.0,0,0,0.9525745257452576
S1050,0.8571428571428572,0,0.21333333333333335,0.17857142857142858,0.673913043478261,0,0.5753086419753086,0.34848484848484845,1.0,4,2.0,2.0,9,1,0.4850948509485095
S1051,0.7142857142857144,0,0.3333333333333333,0.5714285714285715,0.10869565217391305,0,0.6469135802469137,0.49999999999999983,0.0,0,0.0,1.0,4,0,0.4539295392953931
S1052,0.2857142857142856,0,0.32,0.6428571428571429,0.7826086956521741,0,0.6765432098765434,0.5757575757575757,1.0,6,0.0,1.0,0,0,0.3008130081300813
S1053,0.4285714285714284,0,0.64,0.35714285714285715,0.7608695652173914,0,1.0,0.42424242424242414,2.0,0,1.0,2.0,6,1,0.6016260162601625
S1054,0.8571428571428572,0,0.41333333333333333,0.3392857142857143,0.5652173913043479,1,0.11111111111111116,0.5909090909090906,1.0,5,0.0,2.0,9,0,0.5677506775067751
S1055,0.4285714285714284,1,0.7200000000000001,0.5,0.8260869565217391,0,0.7975308641975309,0.5606060606060606,2.0,2,0.0,2.0,7,0,0.826558265582656
S1056,1.0,1,0.3333333333333333,0.35714285714285715,0.0,0,0.6024691358024694,0.31818181818181807,2.0,6,1.0,1.0,7,0,0.5487804878048781
S1057,0.0,1,0.52,0.42857142857142855,0.2608695652173913,0,0.7703703703703706,0.5909090909090906,2.0,1,1.0,1.0,6,1,0.6639566395663956
S1058,0.2857142857142856,0,0.29333333333333333,0.8928571428571429,0.2173913043478261,0,0.4666666666666668,0.6515151515151514,0.0,5,2.0,1.0,1,1,0.27371273712737126
S1059,0.5714285714285716,0,0.8933333333333333,0.3928571428571429,0.5652173913043479,0,0.617283950617284,0.53030303030303,2.0,3,2.0,1.0,4,1,0.9607046070460705
S1060,0.2857142857142856,0,0.22666666666666666,0.375,0.13043478260869565,1,0.804938271604938,0.7121212121212119,1.0,1,0.0,1.0,3,0,0.47425474254742556
S1061,0.8571428571428572,1,0.5333333333333333,0.30357142857142855,0.5652173913043479,0,1.0,0.27272727272727265,1.0,4,1.0,2.0,4,0,0.6612466124661247
S1062,0.5714285714285716,1,0.6,0.6071428571428571,0.7173913043478262,1,0.8296296296296295,0.5909090909090906,2.0,6,0.0,2.0,9,0,0.9281842818428185
S1063,0.0,1,0.5466666666666666,0.4107142857142857,0.5652173913043479,1,0.4197530864197532,0.2878787878787878,1.0,3,1.0,1.0,8,0,0.6964769647696476
S1064,0.8571428571428572,1,0.4266666666666667,0.30357142857142855,0.45652173913043487,0,0.5259259259259259,0.3030303030303029,2.0,3,0.0,0.0,3,1,0.5745257452574526
S1065,0.1428571428571428,0,0.43999999999999995,0.7321428571428571,0.15217391304347827,0,0.5185185185185186,0.37878787878787873,0.0,0,2.0,2.0,7,0,0.5880758807588076
S1066,0.4285714285714284,1,0.48,0.75,0.19565217391304351,0,0.18518518518518512,0.3333333333333333,2.0,4,1.0,1.0,7,0,0.5460704607046072
S1067,0.0,1,0.43999999999999995,0.32142857142857145,0.6956521739130436,0,0.5481481481481483,0.39393939393939387,0.0,0,2.0,2.0,1,0,0.48780487804878064
S1068,0.4285714285714284,0,0.6533333333333333,0.05357142857142857,0.5869565217391305,1,0.8098765432098767,0.4545454545454544,2.0,0,1.0,0.0,5,0,0.7574525745257452
S1069,0.7142857142857144,1,0.9066666666666666,0.6607142857142858,0.39130434782608703,0,0.3160493827160493,0.6515151515151514,0.0,6,2.0,1.0,4,0,1.0
S1070,0.1428571428571428,0,0.36000000000000004,0.30357142857142855,0.28260869565217395,0,0.8888888888888888,0.4393939393939393,0.0,2,1.0,2.0,1,1,0.4539295392953931
S1071,0.1428571428571428,0,0.18666666666666665,0.6071428571428571,0.0,0,0.7506172839506173,0.212121212121212,1.0,0,0.0,0.0,9,1,0.39159891598916
S1072,0.0,1,0.4533333333333333,0.01785714285714286,0.13043478260869565,0,0.44938271604938285,0.7121212121212119,1.0,1,0.0,1.0,3,1,0.6897018970189701
S1073,0.1428571428571428,0,0.9866666666666667,0.6428571428571429,0.8478260869565218,0,0.5950617283950614,0.34848484848484845,1.0,3,0.0,1.0,6,1,0.9688346883468835
S1074,0.5714285714285716,0,0.30666666666666664,0.17857142857142858,0.08695652173913045,0,1.0,0.4848484848484848,1.0,6,0.0,2.0,0,0,0.5514905149051492
S1075,0.1428571428571428,0,0.8,0.6071428571428571,0.4347826086956522,1,0.8098765432098767,0.5757575757575757,1.0,0,1.0,2.0,8,1,0.9986449864498645
S1076,0.4285714285714284,1,0.8,0.44642857142857145,0.6304347826086957,0,0.6320987654320986,0.53030303030303,0.0,5,1.0,1.0,9,1,1.0
S1077,0.4285714285714284,0,0.36000000000000004,0.25,0.08695652173913045,0,0.5703703703703704,0.6969696969696968,1.0,1,1.0,0.0,0,0,0.42005420054200554
S1078,0.8571428571428572,0,0.5866666666666667,0.35714285714285715,0.4347826086956522,1,0.6493827160493826,0.5909090909090906,2.0,4,2.0,2.0,4,0,0.6924119241192412
S1079,0.4285714285714284,1,0.7866666666666667,0.5892857142857143,0.6086956521739131,1,0.5037037037037038,0.34848484848484845,2.0,3,2.0,1.0,6,0,0.8861788617886179
S1080,0.8571428571428572,1,0.38666666666666666,0.4642857142857143,0.39130434782608703,0,0.11111111111111116,0.8939393939393936,2.0,6,0.0,2.0,7,0,0.6029810298102982
S1082,0.5714285714285716,0,0.3466666666666667,0.8750000000000001,0.0,1,0.6691358024691358,0.46969696969696956,1.0,6,0.0,0.0,3,0,0.4607046070460706
S1083,1.0,1,0.26666666666666666,0.10714285714285714,0.6521739130434783,0,0.7283950617283952,0.6818181818181817,0.0,6,0.0,2.0,1,1,0.32926829268292684
S1084,0.8571428571428572,0,0.3333333333333333,0.7857142857142858,0.3478260869565218,0,0.6148148148148151,0.5454545454545452,1.0,5,1.0,1.0,3,0,0.3401084010840108
S1085,0.2857142857142856,1,0.22666666666666666,0.4642857142857143,0.5652173913043479,0,0.4469135802469135,0.5757575757575757,2.0,4,1.0,2.0,5,0,0.3699186991869919
S1086,0.7142857142857144,1,0.48,0.25,0.5,0,0.5827160493827162,0.9545454545454544,2.0,5,1.0,0.0,5,0,0.7181571815718157
S1087,0.0,1,0.30666666666666664,0.16071428571428573,0.2173913043478261,0,0.23456790123456805,0.4545454545454544,1.0,1,2.0,1.0,1,1,0.28455284552845533
S1088,0.4285714285714284,1,0.52,0.4107142857142857,0.45652173913043487,0,1.0,0.4393939393939393,0.0,6,1.0,2.0,3,0,0.6395663956639568
S1089,0.1428571428571428,1,0.16,0.6428571428571429,0.0,0,0.32592592592592595,0.5151515151515149,0.0,4,0.0,1.0,3,1,0.2018970189701898
S1090,1.0,1,0.5333333333333333,0.4107142857142857,0.5434782608695653,0,0.37530864197530867,0.6969696969696968,1.0,6,1.0,2.0,0,0,0.6991869918699187
S1091,0.4285714285714284,0,0.64,0.7678571428571428,0.45652173913043487,0,0.5209876543209875,0.22727272727272724,1.0,5,0.0,1.0,1,0,0.5040650406504066
S1092,0.1428571428571428,1,0.06666666666666667,0.14285714285714288,0.5434782608695653,1,0.9481481481481482,0.1363636363636363,0.0,4,0.0,2.0,2,0,0.23983739837398382
S1093,0.7142857142857144,1,0.5466666666666666,0.44642857142857145,0.6521739130434783,0,0.6320987654320986,0.39393939393939387,2.0,4,0.0,2.0,4,0,0.5962059620596207
S1094,0.7142857142857144,0,0.7066666666666667,0.17857142857142858,0.47826086956521746,0,0.32345679012345663,0.19696969696969685,1.0,0,0.0,1.0,7,0,0.7466124661246611
S1095,0.7142857142857144,1,0.22666666666666666,0.5178571428571429,0.4347826086956522,0,0.9382716049382718,0.42424242424242414,2.0,0,0.0,2.0,5,0,0.3252032520325204
S1096,0.1428571428571428,0,0.8,0.6428571428571429,0.1739130434782609,0,0.8098765432098767,0.5909090909090906,2.0,0,0.0,2.0,2,0,0.8360433604336044
S1097,0.4285714285714284,1,0.5466666666666666,0.35714285714285715,0.2173913043478261,0,0.7629629629629631,0.3333333333333333,2.0,5,1.0,1.0,5,0,0.7411924119241193
S1098,0.7142857142857144,1,0.32,0.0,0.673913043478261,0,0.8074074074074074,0.24242424242424238,2.0,3,1.0,2.0,6,1,0.5108401084010841
S1099,0.5714285714285716,1,0.4533333333333333,0.4821428571428572,0.7391304347826088,0,1.0,0.5151515151515149,2.0,1,0.0,2.0,5,0,0.5338753387533874
S1100,0.8571428571428572,1,0.5733333333333333,0.5357142857142857,0.32608695652173914,0,1.0,0.6515151515151514,2.0,5,0.0,1.0,9,1,0.9078590785907861
S1101,0.1428571428571428,1,0.48,0.5357142857142857,0.41304347826086957,0,0.45925925925925926,0.19696969696969685,2.0,6,1.0,1.0,5,0,0.6476964769647697
S1102,0.1428571428571428,1,0.5733333333333333,0.7142857142857143,0.1739130434782609,0,1.0,0.6515151515151514,1.0,0,0.0,1.0,0,0,0.4688346883468835
S1103,0.4285714285714284,1,0.28,0.21428571428571427,0.673913043478261,0,0.7234567901234565,0.6515151515151514,2.0,4,2.0,1.0,2,0,0.3279132791327914
S1104,0.1428571428571428,1,0.5066666666666666,0.5892857142857143,0.5434782608695653,0,0.7530864197530867,0.6666666666666665,2.0,5,1.0,2.0,6,0,0.6517615176151761
S1105,0.1428571428571428,1,0.18666666666666665,0.6964285714285714,0.8478260869565218,1,0.2123456790123457,0.7272727272727271,2.0,4,0.0,1.0,3,1,0.08943089430894308
S1106,0.7142857142857144,1,0.43999999999999995,0.07142857142857144,0.1739130434782609,0,0.5876543209876544,0.8939393939393936,2.0,6,0.0,2.0,3,1,0.7601626016260163
S1107,0.4285714285714284,1,0.28,0.5178571428571429,0.30434782608695654,0,0.4296296296296298,0.4393939393939393,1.0,4,0.0,1.0,6,0,0.4634146341463415
S1108,0.7142857142857144,0,0.32,0.3392857142857143,0.45652173913043487,0,0.8345679012345677,0.5151515151515149,0.0,4,0.0,1.0,8,1,0.45799457994579956
S1109,0.8571428571428572,0,0.7200000000000001,0.42857142857142855,0.5434782608695653,0,0.893827160493827,0.42424242424242414,1.0,2,0.0,2.0,1,0,0.6951219512195121
S1110,1.0,1,0.6799999999999999,0.5178571428571429,0.3478260869565218,0,0.11851851851851847,0.49999999999999983,1.0,3,1.0,1.0,8,1,0.8170731707317074
S1111,0.8571428571428572,0,0.5866666666666667,0.3392857142857143,0.1739130434782609,0,0.6246913580246911,0.7727272727272727,2.0,1,0.0,1.0,2,0,0.6869918699186992
S1112,1.0,0,0.2533333333333333,0.30357142857142855,0.6086956521739131,0,0.9061728395061728,0.2575757575757575,1.0,1,1.0,0.0,5,1,0.23983739837398382
S1113,0.7142857142857144,1,0.4,0.44642857142857145,0.5652173913043479,0,0.5827160493827162,0.34848484848484845,1.0,0,1.0,1.0,3,0,0.3401084010840108
S1114,0.8571428571428572,0,0.7066666666666667,0.21428571428571427,0.1739130434782609,0,0.8098765432098767,0.7575757575757573,1.0,2,0.0,1.0,0,0,0.7737127371273713
S1115,0.4285714285714284,0,0.49333333333333335,0.21428571428571427,0.7173913043478262,0,0.7160493827160495,0.6818181818181817,0.0,5,0.0,2.0,8,0,0.7655826558265584
S1116,0.0,1,0.9333333333333333,0.5892857142857143,0.673913043478261,0,0.7135802469135806,0.4393939393939393,2.0,5,0.0,1.0,5,1,0.929539295392954
S1117,0.7142857142857144,1,0.5466666666666666,0.19642857142857145,0.41304347826086957,0,0.5629629629629629,0.6515151515151514,2.0,1,0.0,2.0,7,0,0.7398373983739837
S1118,1.0,0,0.5066666666666666,0.5892857142857143,0.41304347826086957,0,0.32839506172839505,0.5606060606060606,0.0,3,1.0,2.0,1,1,0.43495934959349597
S1119,0.5714285714285716,0,0.4,0.5535714285714286,0.5217391304347826,1,0.3530864197530863,0.7727272727272727,1.0,4,0.0,1.0,6,0,0.5433604336043361
S1120,1.0,1,0.49333333333333335,0.07142857142857144,0.19565217391304351,0,0.804938271604938,0.5151515151515149,1.0,6,1.0,1.0,5,0,0.8360433604336044
S1121,0.5714285714285716,1,0.43999999999999995,0.30357142857142855,0.39130434782608703,0,0.634567901234568,0.6818181818181817,0.0,0,0.0,2.0,1,0,0.46476964769647705
S1122,0.1428571428571428,1,0.6133333333333333,0.6964285714285714,0.0,0,0.5950617283950614,0.9848484848484844,0.0,3,0.0,2.0,1,0,0.7940379403794038
S1123,0.8571428571428572,0,0.6533333333333333,0.23214285714285715,0.6086956521739131,0,0.5259259259259259,0.606060606060606,2.0,1,1.0,1.0,3,0,0.6883468834688347
S1124,0.5714285714285716,0,0.30666666666666664,0.3392857142857143,0.02173913043478261,0,0.5530864197530865,0.5151515151515149,1.0,2,1.0,1.0,3,0,0.48102981029810304
S1125,1.0,1,0.2,0.5535714285714286,0.7608695652173914,0,0.8888888888888888,0.6363636363636362,1.0,0,0.0,1.0,2,0,0.24119241192411928
S1126,0.1428571428571428,1,0.09333333333333332,0.6071428571428571,0.30434782608695654,1,0.545679012345679,0.4393939393939393,0.0,1,0.0,0.0,7,0,0.21951219512195125
S1127,0.0,0,0.5733333333333333,0.3928571428571429,0.3478260869565218,0,0.2987654320987654,0.9393939393939392,2.0,5,1.0,2.0,6,0,0.8373983739837398
S1128,0.4285714285714284,1,0.24,0.32142857142857145,0.23913043478260873,0,0.812345679012346,0.53030303030303,2.0,0,0.0,2.0,1,0,0.3048780487804879
S1129,0.4285714285714284,1,0.04,0.75,0.32608695652173914,0,0.5802469135802468,0.4545454545454544,2.0,1,0.0,1.0,2,1,0.008130081300813052
S1130,0.4285714285714284,0,0.5466666666666666,0.8214285714285714,0.7391304347826088,0,0.6370370370370368,0.34848484848484845,0.0,5,1.0,2.0,9,0,0.7506775067750677
S1131,0.5714285714285716,0,0.96,0.6607142857142858,0.0,0,1.0,0.6969696969696968,2.0,6,0.0,2.0,8,0,1.0
S1132,0.0,0,0.4666666666666667,0.4642857142857143,0.6956521739130436,1,0.6246913580246911,0.6515151515151514,1.0,5,1.0,1.0,4,1,0.6476964769647697
S1133,0.5714285714285716,0,0.64,0.26785714285714285,0.47826086956521746,0,0.7012345679012348,0.409090909090909,1.0,4,1.0,0.0,1,1,0.7073170731707319
S1134,0.8571428571428572,1,0.48,0.26785714285714285,0.10869565217391305,0,0.3382716049382717,0.606060606060606,1.0,2,1.0,2.0,2,0,0.6029810298102982
S1135,0.5714285714285716,1,0.4533333333333333,0.5535714285714286,0.13043478260869565,0,0.5753086419753086,0.22727272727272724,1.0,4,1.0,2.0,7,0,0.6517615176151761
S1136,0.0,0,0.6533333333333333,0.5357142857142857,0.7826086956521741,0,0.780246913580247,0.53030303030303,2.0,1,1.0,2.0,3,0,0.5609756097560976
S1137,0.0,1,0.41333333333333333,0.75,0.1739130434782609,0,0.2444444444444447,0.5757575757575757,2.0,6,1.0,0.0,1,0,0.5216802168021681
S1138,0.8571428571428572,1,0.52,0.5892857142857143,0.10869565217391305,0,0.6790123456790123,0.8030303030303028,1.0,3,2.0,1.0,1,0,0.513550135501355
S1139,0.0,1,0.5333333333333333,0.125,0.673913043478261,0,0.6543209876543208,0.3636363636363635,2.0,6,0.0,0.0,5,0,0.7764227642276422
S1140,1.0,1,0.3333333333333333,0.6785714285714286,0.47826086956521746,0,0.6395061728395062,0.27272727272727265,2.0,6,0.0,2.0,7,0,0.5040650406504066
S1141,0.0,1,0.6666666666666666,0.23214285714285715,0.1739130434782609,0,0.88641975308642,0.3333333333333333,2.0,6,1.0,2.0,6,0,0.948509485094851
S1142,0.4285714285714284,1,0.4266666666666667,0.35714285714285715,0.4347826086956522,0,0.7111111111111112,0.2575757575757575,1.0,4,1.0,0.0,3,1,0.5311653116531168
S1143,1.0,1,0.32,0.5,0.15217391304347827,0,0.9950617283950618,0.7424242424242422,1.0,3,0.0,2.0,1,0,0.4850948509485095
S1144,1.0,1,0.5733333333333333,0.8750000000000001,0.6521739130434783,0,0.3851851851851851,0.7878787878787876,1.0,5,2.0,2.0,8,1,0.6476964769647697
S1146,0.2857142857142856,0,0.4666666666666667,0.5714285714285715,0.5217391304347826,0,0.6493827160493826,0.7272727272727271,0.0,2,1.0,2.0,8,0,0.6680216802168022
S1147,0.2857142857142856,0,0.4666666666666667,0.4107142857142857,0.47826086956521746,0,0.36543209876543203,0.53030303030303,1.0,3,1.0,0.0,4,1,0.7032520325203251
S1148,0.0,0,0.6799999999999999,0.5535714285714286,0.8043478260869567,0,0.8666666666666667,0.4848484848484848,1.0,1,2.0,2.0,6,0,0.7994579945799458
S1149,1.0,0,0.56,0.6428571428571429,0.39130434782608703,1,1.0,0.4393939393939393,1.0,3,0.0,0.0,4,0,0.6666666666666667
S1150,0.2857142857142856,1,0.4666666666666667,0.375,0.10869565217391305,1,0.6246913580246911,0.4393939393939393,2.0,4,1.0,1.0,1,0,0.5149051490514907
S1151,0.2857142857142856,0,0.6266666666666667,0.8392857142857143,0.5,0,0.7555555555555555,0.212121212121212,2.0,1,0.0,2.0,5,0,0.5894308943089432
S1152,0.0,0,0.7466666666666666,0.5,0.8913043478260869,0,0.6493827160493826,0.5454545454545452,2.0,4,0.0,2.0,6,0,0.8685636856368564
S1153,0.2857142857142856,0,0.5733333333333333,0.5535714285714286,0.15217391304347827,0,0.45432098765432105,0.49999999999999983,2.0,0,0.0,1.0,5,0,0.7479674796747968
S1154,0.5714285714285716,1,0.4666666666666667,0.5892857142857143,0.30434782608695654,0,0.18024691358024691,0.6363636363636362,1.0,1,1.0,2.0,2,0,0.5257452574525745
S1155,0.1428571428571428,1,0.2,0.5357142857142857,0.5,0,0.45432098765432105,0.5151515151515149,1.0,3,0.0,2.0,9,0,0.421409214092141
S1156,0.8571428571428572,1,0.2533333333333333,0.625,0.3695652173913044,1,0.28641975308641965,0.46969696969696956,1.0,0,0.0,2.0,7,0,0.42682926829268303
S1157,0.1428571428571428,1,0.4,0.32142857142857145,0.15217391304347827,0,1.0,0.34848484848484845,0.0,4,1.0,0.0,2,0,0.41327913279132805
S1158,0.0,0,0.3466666666666667,0.32142857142857145,0.6521739130434783,0,0.6000000000000001,0.5151515151515149,1.0,4,1.0,2.0,4,1,0.489159891598916
S1159,0.4285714285714284,0,0.4266666666666667,0.21428571428571427,0.9565217391304349,0,0.5432098765432101,0.6363636363636362,2.0,3,1.0,1.0,8,0,0.7005420054200544
S1160,0.8571428571428572,1,0.48,0.5357142857142857,0.4347826086956522,0,0.8493827160493828,0.2878787878787878,1.0,0,2.0,1.0,4,0,0.5284552845528456
S1162,1.0,0,0.4533333333333333,0.5357142857142857,0.02173913043478261,0,0.4395061728395062,0.5454545454545452,1.0,5,2.0,1.0,6,0,0.7804878048780488
S1163,0.4285714285714284,1,0.56,0.8035714285714286,0.45652173913043487,0,0.6469135802469137,0.3636363636363635,0.0,2,2.0,2.0,4,0,0.6016260162601625
S1164,0.1428571428571428,1,0.48,0.44642857142857145,0.6521739130434783,0,0.8839506172839506,0.39393939393939387,0.0,3,0.0,1.0,1,1,0.5
S1165,0.0,1,0.06666666666666667,0.5892857142857143,0.5,0,0.7530864197530867,0.5454545454545452,1.0,4,0.0,2.0,4,0,0.17344173441734417
S1166,1.0,1,0.28,0.21428571428571427,0.39130434782608703,0,0.691358024691358,0.2878787878787878,1.0,1,0.0,1.0,6,0,0.5487804878048781
S1167,0.8571428571428572,1,0.43999999999999995,0.35714285714285715,0.2608695652173913,1,0.6493827160493826,0.5606060606060606,0.0,0,0.0,2.0,6,0,0.6233062330623307
S1168,0.8571428571428572,1,0.22666666666666666,0.5892857142857143,0.13043478260869565,0,0.7283950617283952,0.3333333333333333,1.0,5,1.0,2.0,3,1,0.3238482384823849
S1169,0.7142857142857144,1,0.5866666666666667,0.625,0.5869565217391305,1,0.6790123456790123,0.6969696969696968,1.0,2,1.0,2.0,0,0,0.49051490514905155
